Key;Id;Summary;Priority;Test Type;Resolution;Created;TestRunStatus;Reporter;Assignee;Test Repository Path
CONG-7757;1328540;Kullanici Olarak Çıkış İşlemini Açılan Panel Üzerinden Gerçekleştirilmesi;Medium;Generic;Done;21/Sep/22 3:37 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/KontrolSenaryoları
CONG-7760;1329110;Romanya kullanıcısı ile 6 MB boyutundan büyük dosyanın yüklenmesi ile alınan iş kesici mesaj senaryosu;Medium;Generic;Done;22/Sep/22 12:03 AM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/RomanyaIsKesiciMesajSenaryolari
CONG-7763;1329118;Romanya kullanıcısı ile dosya yükleme zorunluluğu olan masrafın kopyalanarak toplam tutar kontrollü uçtan uca senaryosu;High;Generic;Done;22/Sep/22 12:55 AM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/RomanyaAkisSenaryolari
CONG-7781;1330299;Türkiye kullanıcısı ile 6 MB boyutundan büyük dosyanın yüklenmesi ile alınan iş kesici mesaj senaryosu;Medium;Generic;Done;22/Sep/22 1:41 PM;PASS;C9015107;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/IsKesiciEkranMesajlarınınTestSenaryolari
CONG-7783;1330510;Romanya Kullanıcısı ile dosya yükleme zorunluluğu olan masrafın masraf kartından kopyalanıp silinerek tutar kontrolleri yapılarak uçtan uca test senaryosu;High;Generic;Done;22/Sep/22 1:53 PM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/RomanyaAkisSenaryolari
CONG-7788;1332413;Salary - Display - Italy;High;Generic;Done;23/Sep/22 10:22 AM;PASS;C9012751;C9015118;/HRangers/Bilgilerim/İtalya/Regresyon
CONG-7794;1332650;Türkiye kullanıcısı ile ek dosya zorunluluğu olan masraf kartının kopyalanarak onaya gönderilmek istendiğinde alınan parametrik iş kesici mesaj senaryosu;Medium;Generic;Done;23/Sep/22 12:04 PM;PASS;C9015107;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/IsKesiciEkranMesajlarınınTestSenaryolari
CONG-7795;1332654;Romanya kullanıcısı ile ek dosya zorunluluğu olan masraf kartının kopyalanarak onaya gönderilmek istendiğinde alınan parametrik iş kesici mesaj senaryosu;Medium;Generic;Done;23/Sep/22 12:05 PM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/RomanyaIsKesiciMesajSenaryolari
CONG-7796;1333164;Türkiye kullanıcısı ile masraf dağılımlı yemek tipinde bir masrafın Unhappy sınır değer limit senaryosu;High;Generic;Done;23/Sep/22 3:33 PM;PASS;C9015107;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/LimitSenaryolari
CONG-7797;1333417;Türkiye kullanıcısı ile masraf dağılımlı yemek tipinde bir masrafın Happy sınır değer limit senaryosu;Medium;Generic;Done;23/Sep/22 4:31 PM;PASS;C9015107;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/LimitSenaryolari
CONG-7798;1333428;Romanya kullanıcısı ile masraf dağılımlı yemek tipinde bir masrafın Happy denklik payı limit senaryosu;Medium;Generic;;23/Sep/22 4:48 PM;PASS;C9015107;C9015107;/Obsolete/ObsMasraf
CONG-7814;1338411;Ek dosya zorunluluğu olan masrafın First Approver ve mali işlerde gözüktüğünün kontrol senaryosu;Medium;Generic;Done;27/Sep/22 11:03 AM;PASS;C9015107;C9015107;/Masraf/Turkiye-Arçelik A.Ş/RegresyonSeti/ZorunluAlanKontrolSenaryoları
CONG-7834;1340991;Satıcı Ana Verisi Vade Tipinde Onay Akışlı Oluşturulan Talebin Test Mail body'sinin TR VE EN içerik Kontrolü;Medium;Manual;Done;28/Sep/22 9:57 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MailTest
CONG-7838;1342448;Connecta üzerinden sap 'ye işletme id gönderilmesi ;High;Manual;;28/Sep/22 4:13 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/SapTest
CONG-7870;1347571;Satıcının Yeni Ödeme Koşulunun Erken Vade Ödeme Değişikliği ;High;Generic;Done;30/Sep/22 11:26 AM;PASS;26074464;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7871;1347703; Satıcının Yeni Ödeme Koşulunun Uzun Ödeme Vade Değişikliği;High;Generic;Done;30/Sep/22 11:43 AM;PASS;26074464;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7872;1347758;Satıcının ve Müşterinin Yeni Ödeme Koşulunun Uzun Vade Ödeme Değişikliği ;High;Generic;Done;30/Sep/22 11:57 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7873;1347917;Satıcının ve Müşterinin Yeni Ödeme Koşulunun Erken  Ödeme Değişikliği ;High;Generic;Done;30/Sep/22 12:15 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7874;1347964;Satıcının ve Müşterinin Yeni Ödeme Koşulunun Birbirinden Farklı Seçilir;High;Generic;Done;30/Sep/22 1:13 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7875;1347977;Satıcının ve Müşterinin Yeni Ödeme Koşulunun Birbirinden Farklı Vade Artışı Olacak Şekilde Seçilir ;High;Generic;Done;30/Sep/22 1:27 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7880;1348945;Satıcının ve Müşterinin Yeni Ödeme Koşulu Birbirinden Farklı Mevcut Ödeme Vade Süresiyle Eşit Olacak Şekilde Seçilir ;High;Generic;Done;30/Sep/22 3:38 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7881;1348963;Satıcının Sözleşme Yeni Ödeme Koşulunun Mevcut Sözleşme Koşullarından Büyük Seçilmesi;High;Generic;Done;30/Sep/22 3:52 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7883;1349206;Satıcının Sözleşme Yeni Ödeme Koşulunun Mevcut Sözleşme Koşullarından Küçük Seçilmesi;High;Generic;Done;30/Sep/22 4:29 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7884;1349224;Satıcının Sözleşme Yeni Ödeme Koşulunun Mevcut Sözleşme Koşullarından Herhangi Birine Eşit Seçilmesi;High;Generic;Done;30/Sep/22 4:51 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7885;1349232;Satıcı Yeni Ödeme Koşulu Sözleşme ve Satıcı Mevcut Ödeme Koşulundan Küçük Seçilmesi;High;Generic;Done;30/Sep/22 5:01 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7886;1349250;Satıcı Yeni Ödeme Koşulu Sözleşme ve Satıcı Mevcut Ödeme Koşulundan Büyük Seçilmesi;High;Generic;Done;30/Sep/22 5:40 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7887;1349256;Satıcı Yeni Ödeme Koşulu Sözleşme ve Satıcı Mevcut Ödeme Koşulundan Birine Eşit Olacak Şekilde Seçilmesi;High;Generic;Done;30/Sep/22 5:51 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7888;1349812;Satıcı ve Müşterinin Yeni Ödeme Koşulu Satıcı ve Müşteri Mevcut Ödeme Koşulundan Küçük Olacak Şekilde Seçilmesi;High;Generic;Done;30/Sep/22 10:03 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7889;1349814;Satıcı ve Müşterinin Yeni Ödeme Koşulu Satıcı ve Müşteri Mevcut Ödeme Koşulundan Büyük Olacak Şekilde Seçilmesi;High;Generic;Done;30/Sep/22 10:11 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7890;1349815;Satıcı ve Müşterinin Yeni Ödeme Koşulu Birbirinden Farklı Satıcı Vadesi Mevcut Ödeme Koşulundan Küçük Müşteri Vadesi Mevcut Ödeme Koşulundan Büyük Seçilir ;High;Generic;Done;30/Sep/22 10:16 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7891;1349820;Satıcı ve Müşterinin Yeni Ödeme Koşulu BirbirindenVar Olan Sözleşmelerinden Farklı Mevcuttan Küçük Olacak Şekilde Seçilir;High;Generic;Done;30/Sep/22 10:53 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7892;1349822;Satıcı Vadesi ve Müşteri Vadesi Seçeneği Kaldırılır Müşteri ve Satıcı Yeni Ödeme Vadesi Mevcuttan ve Sözleşmelerden Büyük Olacak Şekilde Seçilir;High;Generic;Done;30/Sep/22 11:14 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7893;1349823;Satıcı Vadesi ve Müşteri Vadesi Seçeneği Kaldırılır Müşteri ve Satıcı Yeni Ödeme Vadesi Mevcuttan ve Sözleşmelerden Birine Eşit Olacak Şekilde Seçilir;High;Generic;Done;30/Sep/22 11:25 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7894;1350515;Satıcı Vadesi ve Müşteri Vadesi Birbirinden ve Sözleşmeden Farklı Müşteri Yeni Ödeme Koşulu Üzerinden Vade Belirlenmesi;High;Generic;Done;01/Oct/22 10:01 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7895;1350518;Satıcı Vadesi ve Müşteri Vadesi Seçeneği Kaldırılarak Satıcı Vadesi Mevcut Ödeme Koşulundan Büyük Müşteri Vadesi Mevcut Ödeme Koşulundan Küçük Seçilir ;High;Generic;Done;01/Oct/22 10:20 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7896;1350522;Satıcı Vadesi ve Müşteri Vadesi Seçeneği Kaldırılarak Satıcı Vadesi Eşit Müşteri Vadesi Azalış Seçilir;High;Generic;Done;01/Oct/22 10:45 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7897;1350523;Satıcı Vadesi ve Müşteri Vadesi Seçeneği Kaldırılarak Satıcı Vadesi Azalış Müşteri Vadesi Eşit Seçilir;High;Generic;Done;01/Oct/22 10:51 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7898;1350524;Satıcı Vadesi ve Müşteri Vadesi Seçeneği Kaldırılarak Satıcı Vadesi  Eşit Müşteri Vadesi Artış Seçilir;High;Generic;Done;01/Oct/22 10:53 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7899;1350526;Satıcı Vadesi ve Müşteri Vadesi Seçeneği Kaldırılarak Satıcı Vadesi  Artış Müşteri Vadesi Eşit Seçilir;High;Generic;Done;01/Oct/22 10:58 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7900;1350528; Müşteri Yeni Ödeme Koşulu Üzerinden Müşteri Vadesi Azalış Satıcı Vadesi Eşit Seçilir;High;Generic;Done;01/Oct/22 11:01 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7901;1350534;Müşteri Yeni Ödeme Koşulu Üzerinden Müşteri Vadesi Azalış Satıcı Vadesi Artış Seçilir;High;Generic;Done;01/Oct/22 11:17 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7902;1350535;Müşteri Yeni Ödeme Koşulu Üzerinden Müşteri Vadesi ve Satıcı Vadesi Mevcut Ödeme Koşuluyla Eşit Seçilir;High;Generic;Done;01/Oct/22 11:33 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7903;1350538;Müşteri Yeni Ödeme Koşulu Üzerinden Müşteri Vade Artışı ve  Satıcı Vadesi Azalış Seçilir;High;Generic;Done;01/Oct/22 11:38 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7904;1350543;Müşteri Yeni Ödeme Koşulu Üzerinden Müşteri Vadesi Eşit ve Satıcı Vadesi Artış Seçilir;High;Generic;Done;01/Oct/22 11:45 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7905;1350544;Müşteri Yeni Ödeme Koşulu Üzerinden Müşteri Vadesi Eşit ve Satıcı Vadesi Azalış Seçilir;High;Generic;Done;01/Oct/22 11:49 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MerkezOnayAkıs/RegresyonSeti
CONG-7966;1352637;Grup Yöneticisi Olmayan Kullanıcının Onay Gerektiren Talebin Test Mail body'sinin TR VE EN içerik Kontrolü;Medium;Manual;Done;03/Oct/22 12:02 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MailTest
CONG-7969;1353100;Romanya kullanıcısı ile Bridge, Highway etc masraf tipinin zorunlu alanlar kontrol senaryosu;Medium;Generic;Done;03/Oct/22 2:21 PM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/ZorunluAlanlarKontrol
CONG-7976;1353506;Takım Lideri Olan Kullanıcının Onay Akışlı Oluşturulan Talebin Test Mail body'sinin TR VE EN içerik Kontrolü;Medium;Manual;Done;03/Oct/22 3:21 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MailTest
CONG-7980;1354256;Satıcı Ana Verisi Vade Tipinde Vade Artışı Talebin Test Mail body'sinin TR VE EN içerik Kontrolü;Medium;Manual;Done;03/Oct/22 6:38 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MailTest
CONG-7981;1354264;Grup Yöneticisi Kullanıcısı Olmayan Vade Artışı Talebin Test Mail body'sinin TR VE EN içerik Kontrolü;Medium;Manual;Done;03/Oct/22 6:54 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MailTest
CONG-7982;1354265;Takım Lideri Kullanıcısı Vade Artışı Talebin Test Mail body'sinin TR VE EN içerik Kontrolü;Medium;Manual;Done;03/Oct/22 6:59 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MailTest
CONG-7983;1354974;Romanya kullanıcısı ile Car Washing masraf tipinin zorunlu alanlar kontrol senaryosu;Medium;Generic;Done;04/Oct/22 8:47 AM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/ZorunluAlanlarKontrol
CONG-7984;1354986;Romanya kullanıcısı ile Fuel masraf tipinin zorunlu alanlar kontrol senaryosu;Medium;Generic;Done;04/Oct/22 8:50 AM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/ZorunluAlanlarKontrol
CONG-7985;1354995;Romanya kullanıcısı ile Meals masraf tipinin zorunlu alanlar kontrol senaryosu;Medium;Generic;Done;04/Oct/22 8:53 AM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/ZorunluAlanlarKontrol
CONG-7986;1354999;Romanya kullanıcısı ile Medication masraf tipinin zorunlu alanlar kontrol senaryosu;Medium;Generic;;04/Oct/22 8:55 AM;PASS;C9015107;C9015107;/Obsolete/ObsMasraf
CONG-7988;1355007;Romanya kullanıcısı ile Parking masraf tipinin zorunlu alanlar kontrol senaryosu;Medium;Generic;Done;04/Oct/22 8:57 AM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/ZorunluAlanlarKontrol
CONG-7989;1355013;Romanya kullanıcısı ile Postage/Courier/Communication masraf tipinin zorunlu alanlar kontrol senaryosu;Medium;Generic;Done;04/Oct/22 8:59 AM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/ZorunluAlanlarKontrol
CONG-7993;1355241;Romanya kullanıcısı ile Public Transport masraf tipinin zorunlu alanlar kontrol senaryosu;Medium;Generic;Done;04/Oct/22 9:46 AM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/ZorunluAlanlarKontrol
CONG-7994;1355258;Romanya kullanıcısı ile Taxi/Transfer masraf tipinin zorunlu alanlar kontrol senaryosu;Medium;Generic;Done;04/Oct/22 9:49 AM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/ZorunluAlanlarKontrol
CONG-7995;1355272;Romanya kullanıcısı ile Tips masraf tipinin zorunlu alanlar kontrol senaryosu;Medium;Generic;Done;04/Oct/22 9:51 AM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/ZorunluAlanlarKontrol
CONG-8047;1357399;Romanya kullanıcısı ile Office Supplies masraf tipinin zorunlu alanlar kontrol senaryosu;Medium;Generic;Done;04/Oct/22 10:11 PM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/ZorunluAlanlarKontrol
CONG-8048;1357700;Romanya kullanıcısı ile Other Consumables masraf tipinin zorunlu alanlar kontrol senaryosu;Medium;Generic;Done;04/Oct/22 10:13 PM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/ZorunluAlanlarKontrol
CONG-8049;1357701;Romanya kullanıcısı ile Software Consumables masraf tipinin zorunlu alanlar kontrol senaryosu;Medium;Generic;Done;04/Oct/22 10:15 PM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/ZorunluAlanlarKontrol
CONG-8050;1357705;Romanya kullanıcısı ile bir paket içerisinde iki tane geçerli sınır değer masrafın oluşturularak Happy senaryosu;Medium;Generic;Done;04/Oct/22 10:23 PM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/RomanyaLimitSenaryolari
CONG-8051;1357708;Romanya kullanıcısı ile bir paket içerisinde limite yakın tutarlı değerin kopyalanarak Happy senaryosu;Medium;Generic;Done;04/Oct/22 10:25 PM;PASS;C9015107;C9015107;/Masraf/Romanya/Regresyon Seti/RomanyaLimitSenaryolari
CONG-8069;1358184;Identity Info - Display - Italy;Low;Generic;Done;05/Oct/22 9:53 AM;PASS;C9012751;C9015118;/HRangers/Bilgilerim/İtalya/Kontrol
CONG-8077;1358192;Temin Urun Kullanıcının Satıcının Vade Azalışı Talebin Test Mail body'sinin TR VE EN içerik Kontrolü;Medium;Manual;Done;05/Oct/22 9:59 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/MailTest
CONG-8091;1358475;Rusya İştırak Sfo Onayına sunulan telebin Test Mail body'sinin TR VE EN içerik Kontrolü;Medium;Manual;Done;05/Oct/22 10:57 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MailTest
CONG-8122;1360161;Yönetici Kart Detayına Girerek Onaylamak İstediği Talebin İşlem Tipinin Kart Görünümüyle Aynı Olması ;High;Generic;Done;05/Oct/22 8:50 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/RegresyonSeti
CONG-8123;1360167;Yönetici Kart Detayına Girerek Onaylamak İstenilen Vade Azalışı Talebin İşlem Tipinin Kart Görünümüyle Aynı Olması ;High;Generic;Done;05/Oct/22 9:00 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/RegresyonSeti
CONG-8125;1360182;Talebi Oluşturan Kullanıcının Talebin Liste Görünümünde ve Detay Sayfasında İşlem Tipinin Aynı Olması ;High;Generic;Done;05/Oct/22 9:36 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/RegresyonSeti
CONG-8126;1360183; Kullanıcının Vade Azalışı Olarak Oluşturduğu Talebin Detay Sayfasında Label ve Künyede İşlem Tipinin Aynı Olması ;High;Generic;Done;05/Oct/22 9:39 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/RegresyonSeti
CONG-8128;1360402;İstek Listesinde Talebin Kart Görünümüne Geçişte İşlem Tipinin Aynı olması;High;Generic;Done;05/Oct/22 10:41 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/RegresyonSeti
CONG-8129;1360404;İstek Listesinde Vade Azalışı Talebin Kart Görünümüne Geçişte İşlem Tipinin Aynı olması;High;Generic;Done;05/Oct/22 10:44 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/RegresyonSeti
CONG-8130;1360415;Temin Ürün Satıcısının Ödeme Vadesinin Değişimi;High;Generic;Done;05/Oct/22 11:37 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/RegresyonSeti
CONG-8131;1360424;Temin Ürün Satıcısının Ödeme Vade Süresinin Uzatılması;High;Generic;Done;05/Oct/22 11:53 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/RegresyonSeti
CONG-8132;1360428;Müsteri Vadesi Üzerinden Temin Ürün Satıcısı ve Müşterisinin Erken Ödeme Vade Değişikliği;High;Generic;Done;06/Oct/22 12:05 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/RegresyonSeti
CONG-8133;1360432;Müsteri Vadesi Üzerinden Temin Ürün Satıcısı ve Müşterinin Vade Süresinin Uzatılması ;High;Generic;Done;06/Oct/22 12:32 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/RegresyonSeti
CONG-8134;1360439; Müsteri Vadesi Üzerinden Temin Ürün Satıcısı ve Müşterisinin Vade Değişikliğinin Mevcut Ödeme Süresiyle Aynı Seçilmesi;High;Generic;Done;06/Oct/22 1:09 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/RegresyonSeti
CONG-8135;1360441;Satıcı Vadesi ve Müşteri Vadesi Aynı Seçeneği Kaldırılarak  Ödeme Vade Süresi Uzun Vade Olacak Şekilde Seçilir;High;Generic;Done;06/Oct/22 1:26 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/RegresyonSeti
CONG-8136;1360442;Satıcı Vadesi ve Müşteri Vadesi Aynı Seçeneği Kaldırılarak  Ödeme Vade Süresi Kısa Vade Olacak Şekilde Seçilir;High;Generic;Done;06/Oct/22 1:44 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/RegresyonSeti
CONG-8138;1361333;Sözleşme Yeni Ödeme Koşulu Mevcut Sözleşme Ödeme Koşulundan Uzun Vade Süresine Çekilmesi;High;Generic;Done;06/Oct/22 11:27 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/RegresyonSeti
CONG-8139;1361377;Connectadan Çıkan Son Bilgilendirme Mailin Tarih  Formatının Gün Ay Yıl Olarak Değişirilmesi;Medium;Manual;Done;06/Oct/22 11:52 AM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MailTest
CONG-8146;1363110;Connecta Üzerinden Oluşturulup Reddedilen Talebin Test Mail body'sinin TR VE EN içerik Kontrolü;Medium;Manual;Done;06/Oct/22 5:10 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MailTest
CONG-8147;1363124;Satıcı ve Sözleşmelerinin İşlem Tipi Vade Artışı Olan Talebin Test Mail body'sinin TR VE EN içerik Kontrolü;Medium;Manual;Done;06/Oct/22 5:26 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/MailTest
CONG-8149;1363142;Satıcının Sözleşmelerinin İşlem Tipi Vade Artışı Olan Talebin Test Mail body'sinin TR VE EN içerik Kontrolü;Medium;Manual;Done;06/Oct/22 5:46 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/MailTest
CONG-8150;1363147;Satıcının İşlem Tipi Vade Artışı Olan Talebin Test Mail body'sinin TR VE EN içerik Kontrolü;Medium;Manual;Done;06/Oct/22 5:54 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/MailTest
CONG-8151;1363152; Satıcı ve Sözleşmelerinin İşlem Tipi Vade Azalışı Olan Talebin Test Mail body'sinin TR VE EN içerik Kontrolü;Medium;Manual;Done;06/Oct/22 6:02 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/MailTest
CONG-8152;1363153;Satıcının İşlem Tipi Vade Azalışı Olan Talebin Test Mail body'sinin TR VE EN içerik Kontrolü;Medium;Manual;Done;06/Oct/22 6:08 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/MailTest
CONG-8153;1363154; Satıcının Yalnızca Sözleşmelerinin İşlem Tipi Vade Azalışı Olan Talebin Test Mail body'sinin TR VE EN içerik Kontrolü;Medium;Manual;Done;06/Oct/22 6:10 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/MailTest
CONG-8154;1363181; Beko Hong Kong Aracılığı Vade Artışı Talebin TMF Mailinin Test  body'sinin TR VE EN içerik Kontrolü;Medium;Manual;Done;06/Oct/22 8:47 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/MailTest
CONG-8155;1363182;Beko Hong Kong Aracılığı Vade Azalışı Talebin TMF Mailinin Test  body'sinin TR VE EN içerik Kontrolü;Medium;Manual;Done;06/Oct/22 8:52 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/MailTest
CONG-8156;1363417;Satınalma Direktörlüğü Kullanıcının Oluşturduğu Beko HK Onay Gerektiren Talebin TMF Mail body'sinin TR VE EN içerik Kontrolü;Medium;Manual;Done;06/Oct/22 9:44 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MailTest
CONG-8157;1363422; Satınalma Direktörlüğü Kullanıcının Oluşturduğu Beko HK Onay Gerektirmeyen Talebin TMF Mail body'sinin TR VE EN içerik Kontrolü;Medium;Manual;Done;06/Oct/22 9:46 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ContractBased/MailTest
CONG-8158;1363439;Sözleşme Yeni Ödeme Koşulu Mevcut Sözleşme Ödeme Koşulundan Kısa Vade Süresine Çekilmesi;High;Generic;Done;06/Oct/22 10:13 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/RegresyonSeti
CONG-8159;1363443;Sözleşme Yeni Ödeme Koşulu Satıcının Mevcut Sözleşme Ödeme Koşuluna Eşit Seçilmesi;High;Generic;Done;06/Oct/22 10:17 PM;PASS;C9013624;C9013624;/BoldPilot/PaymentTermChange/ProductSourcing/RegresyonSeti
